user_id,username,email,building,roomno,userpassword
2023458,digamber,digamber23458@iiitd.ac.in,Girls Hostel,220,S7ya?HT2b>ZP
2023459,gul,gul23459@iiitd.ac.in,,,lVu7>TRQw$U*
2023460,viriya,viriya23460@iiitd.ac.in,,,]C3|x>n}u=9J
2023461,sabana,sabana23461@iiitd.ac.in,,,Rs&VGH]tLq]Z
2023462,ruzina,ruzina23462@iiitd.ac.in,,,"!P,hbl^DeTCA"
2023463,viriya,viriya23463@iiitd.ac.in,,,t:jRV hUl<cP
2023464,gali,gali23464@iiitd.ac.in,H1 boys hostel,901,LqKIa_BiE-!|
2023465,rikkenchi,rikkenchi23465@iiitd.ac.in,,,Gf0Du:.c]=Ws
2023466,shimran,shimran23466@iiitd.ac.in,H2 boys hostel,5,BU=Doz slb-m
2023467,bheem,bheem23467@iiitd.ac.in,Old Boys Hostel,506,AP}BIR{un%Jj
2023468,muskan,muskan23468@iiitd.ac.in,,,md.?RW4A/^zy
2023469,sulochna,sulochna23469@iiitd.ac.in,Girls Hostel,301,}4EKR*|o)XtO
2023470,premo,premo23470@iiitd.ac.in,,,4s?peJZzaA]N
2023471,khushboo,khushboo23471@iiitd.ac.in,,,QVRc0AD^=1mu
2023472,rupal,rupal23472@iiitd.ac.in,Girls Hostel,320,"3 m%DmrK>],a"
2023473,vihsal,vihsal23473@iiitd.ac.in,Old Boys Hostel,107,pM]e3^^<.9NN
2023474,akhileshwer,akhileshwer23474@iiitd.ac.in,,,"my@,YKj@69m="
2023475,uttam,uttam23475@iiitd.ac.in,,,OB)-5/suWUpm
2023476,ansar,ansar23476@iiitd.ac.in,Old Boys Hostel,217,#^q9PRLgaCYM
2023477,mushkan,mushkan23477@iiitd.ac.in,,,Q69G!9Ja.2%2
2023478,rajenderi,rajenderi23478@iiitd.ac.in,,,_v2YJne}Y4u[
2023479,nenhe,nenhe23479@iiitd.ac.in,,,S}iv&q=5778{
2023480,kanheya,kanheya23480@iiitd.ac.in,Old Boys Hostel,703,"GxJl^,0oT&8K"
2023481,gyan,gyan23481@iiitd.ac.in,,,M*58Ht!WVpDH
2023482,mustaq,mustaq23482@iiitd.ac.in,Old Boys Hostel,13,[/#DMO^j$O|J
2023483,animesh,animesh23483@iiitd.ac.in,,,"%I_D6B39[:,N"
2023484,bhagwana,bhagwana23484@iiitd.ac.in,H1 boys hostel,713,"<V](JyB,#.H9"
2023485,animesh,animesh23485@iiitd.ac.in,,,|>OS|EfUb@]a
2023486,aasha,aasha23486@iiitd.ac.in,,,{=LYW]CJ.5H3
2023487,atiq,atiq23487@iiitd.ac.in,Girls Hostel,512,Krow9WHF74]h
2023488,sugandb,sugandb23488@iiitd.ac.in,Old Boys Hostel,703,H+EB$)uc[.ot
2023489,gyanendra,gyanendra23489@iiitd.ac.in,,,P%Xl$sbXeXUn
2023490,mahfooz,mahfooz23490@iiitd.ac.in,,, $VwIWi6_b9K
2023491,manesh,manesh23491@iiitd.ac.in,Old Boys Hostel,506,r=^QON7{+Sh2
2023492,panchu,panchu23492@iiitd.ac.in,,,S._w@sWGGT0v
2023493,upasana,upasana23493@iiitd.ac.in,Old Boys Hostel,102,LR{w2T%W>f)|
2023494,fareena,fareena23494@iiitd.ac.in,H2 boys hostel,1009,+8@9e|94Ki0l
2023495,samsudin,samsudin23495@iiitd.ac.in,,,0T6B>iJ(HjSM
2023496,pushpawati,pushpawati23496@iiitd.ac.in,H1 boys hostel,418,"],/Jwtti6I%R"
2023497,surgayani,surgayani23497@iiitd.ac.in,,,"{,@dXqq}2J7X"
2023498,deerendra,deerendra23498@iiitd.ac.in,H2 boys hostel,11,[Z#kuY6E55jO
2023499,banarsi,banarsi23499@iiitd.ac.in,,,Ages> vk[S]r
2023500,moona,moona23500@iiitd.ac.in,,,&f$YfBW^N!I{
2023501,shakina,shakina23501@iiitd.ac.in,Old Boys Hostel,316,R8Gwtx{j/#-7
2023502,almina,almina23502@iiitd.ac.in,H1 boys hostel,608,]dzqvqtv ZU-
2023503,roma,roma23503@iiitd.ac.in,,,6 1x)2d2psXz
2023504,suhel,suhel23504@iiitd.ac.in,,,?|m<(R#?&Y)6
2023505,tahir,tahir23505@iiitd.ac.in,,,WO4{I3-^+3.v
2023506,chamanlal,chamanlal23506@iiitd.ac.in,H2 boys hostel,603,"8b8h,t[.ae*d"
2023507,bablu,bablu23507@iiitd.ac.in,Girls Hostel,122,PBBExm!H/z?)
2023508,resmi,resmi23508@iiitd.ac.in,,,pV8XUL$nT<vK
2023509,lta,lta23509@iiitd.ac.in,H1 boys hostel,1011,+hcArJX!ULU$
2023510,toshar,toshar23510@iiitd.ac.in,,,&U}IYrRa@Rk6
2023511,mercy,mercy23511@iiitd.ac.in,H1 boys hostel,413,T9.3=sR1nn.|
2023512,lakhi,lakhi23512@iiitd.ac.in,,,KxUIafHx}FP1
2023513,ved,ved23513@iiitd.ac.in,Girls Hostel,312,$GWcR.S:9m+5
2023514,mula,mula23514@iiitd.ac.in,H2 boys hostel,411,1*T!_u<z)ltQ
2023515,hagami,hagami23515@iiitd.ac.in,Old Boys Hostel,619,"xiyy+,JUu#U#"
2023516,jankidas,jankidas23516@iiitd.ac.in,Old Boys Hostel,302,KT)Oq.435|xB
2023517,frra,frra23517@iiitd.ac.in,,,FHsfzlMMo/Xd
2023518,jahgeer,jahgeer23518@iiitd.ac.in,,,C62efOl3&IJw
2023519,gyan,gyan23519@iiitd.ac.in,H2 boys hostel,315,>!rv@sZ[s/Dj
2023520,arshad,arshad23520@iiitd.ac.in,,,yAXLI/54Oeft
2023521,hazira,hazira23521@iiitd.ac.in,Old Boys Hostel,19,wt87g+gNW??o
2023522,sanny,sanny23522@iiitd.ac.in,,,}3{E_jZn@=]q
2023523,tabassum,tabassum23523@iiitd.ac.in,,,t:BV=h1^]nwD
2023524,mahjabi,mahjabi23524@iiitd.ac.in,,,z$9YG9.stUm0
2023525,lavpreet,lavpreet23525@iiitd.ac.in,,,huJe%vNKt$[p
2023526,asutosh,asutosh23526@iiitd.ac.in,Girls Hostel,414,i>F{ U8Ae@E_
2023527,adesh,adesh23527@iiitd.ac.in,,,iN(DYhBcj&ZB
2023528,mukeemuddin,mukeemuddin23528@iiitd.ac.in,Old Boys Hostel,202,a_Mb_>##l*cr
2023529,lawrence,lawrence23529@iiitd.ac.in,Old Boys Hostel,716,ebL=Djxq4RJo
2023530,seeva,seeva23530@iiitd.ac.in,,,%e5=B%86LVsU
2023531,chinta,chinta23531@iiitd.ac.in,,,AR *Fem?gaLN
2023532,bidhya,bidhya23532@iiitd.ac.in,,,K  clgx/y9)=
2023533,jagmal,jagmal23533@iiitd.ac.in,Old Boys Hostel,613,FdAa)ro]rS]%
2023534,urvarshi,urvarshi23534@iiitd.ac.in,,,j04c{Z(:dZ6?
2023535,harendra,harendra23535@iiitd.ac.in,,,%EXCLey0k@eM
2023536,sarangthem,sarangthem23536@iiitd.ac.in,,,"?|-z^&CE:y,U"
2023537,goldy,goldy23537@iiitd.ac.in,Girls Hostel,413,wxmRw01B?iq/
2023538,kanti,kanti23538@iiitd.ac.in,,,s*b&o/aKwP4D
2023539,chndrakla,chndrakla23539@iiitd.ac.in,H1 boys hostel,916,@*b>+XhCDVnO
2023540,aswin,aswin23540@iiitd.ac.in,,,Ww)P]UiTS+t^
2023541,injum,injum23541@iiitd.ac.in,Old Boys Hostel,822,KAb8Pa#upgG[
2023542,minitwa,minitwa23542@iiitd.ac.in,,,dp<vox/b|3Zd
2023543,gulnaj,gulnaj23543@iiitd.ac.in,Old Boys Hostel,615,@|=NeIj<Bbyq
2023544,nirvat,nirvat23544@iiitd.ac.in,,,VGxCS[Ms)*wA
2023545,jamna,jamna23545@iiitd.ac.in,,,YSDA{U3DfrGf
2023546,hazari,hazari23546@iiitd.ac.in,H1 boys hostel,1014,EHFRbTcOk[#Z
2023547,bhagipuri,bhagipuri23547@iiitd.ac.in,,,",obS,-3dd5]="
2023548,ajara,ajara23548@iiitd.ac.in,Old Boys Hostel,410,M<xCh2*>$rtn
2023549,hament,hament23549@iiitd.ac.in,,,Qv.2.[Ag[X[]
2023550,harman,harman23550@iiitd.ac.in,H1 boys hostel,811,|8%#*eJqUJ3C
2023551,arman,arman23551@iiitd.ac.in,,,ec0j70mC3x%5
2023552,sakina,sakina23552@iiitd.ac.in,,,6ETaHB-R]eKL
2023553,jhawar,jhawar23553@iiitd.ac.in,,,"^vgIkFyd>,&O"
2023554,subjeet,subjeet23554@iiitd.ac.in,,,NIUv8hDvvkWp
2023555,muneer,muneer23555@iiitd.ac.in,Old Boys Hostel,118,]eF?aZOW]W1T
2023556,mustki,mustki23556@iiitd.ac.in,Girls Hostel,506,LwMkU6S9E{qq
2023557,kuldeel,kuldeel23557@iiitd.ac.in,,,w-+}&%e_)f7y
2023558,safika,safika23558@iiitd.ac.in,H2 boys hostel,918,"C,{q1V46Fdv]"
2023559,januka,januka23559@iiitd.ac.in,H2 boys hostel,114,"FSTiDlI.&,OH"
2023560,rasida,rasida23560@iiitd.ac.in,,,(Hk|tn4T[]]_
2023561,sabila,sabila23561@iiitd.ac.in,,,bOb5Tt=/{&(R
2023562,gurbax,gurbax23562@iiitd.ac.in,,,hC+/Bg.[=fo>
2023563,jahgeer,jahgeer23563@iiitd.ac.in,,,ueJ&HY-}Ss>w
2023564,dilish,dilish23564@iiitd.ac.in,Old Boys Hostel,322,:*4Ik=Bb@/*:
2023565,muntiyaj,muntiyaj23565@iiitd.ac.in,,,H1Cw9oR&e5x6
2023566,yunishs,yunishs23566@iiitd.ac.in,,,"[A1,w?eDKuZ."
2023567,bhatri,bhatri23567@iiitd.ac.in,Old Boys Hostel,809,HmlQ]pk4:iY3
2023568,devki,devki23568@iiitd.ac.in,,,"jfB,m{@WxnG!"
2023569,rajnesh,rajnesh23569@iiitd.ac.in,,,"N51Z9N8v4}9,"
2023570,goverdhan,goverdhan23570@iiitd.ac.in,Old Boys Hostel,122,bE%u2loF=QEW
2023571,aastha,aastha23571@iiitd.ac.in,H2 boys hostel,619,g7W!tI!W!@VW
2023572,gamer,gamer23572@iiitd.ac.in,Old Boys Hostel,817,T.GxZT-vaUGG
2023573,munshi,munshi23573@iiitd.ac.in,H2 boys hostel,808,zuvk8PF{TY.V
2023574,premi,premi23574@iiitd.ac.in,Old Boys Hostel,413,o ()1W8dNHKa
2023575,kajol,kajol23575@iiitd.ac.in,,,g>2k*o]CfXuK
2023576,lal,lal23576@iiitd.ac.in,H2 boys hostel,318,42sp?326|Jpa
2023577,wasim,wasim23577@iiitd.ac.in,,,%Qvz@vDxr8ix
2023578,liveri,liveri23578@iiitd.ac.in,,,v[{2_>HxHtAO
2023579,rohtash,rohtash23579@iiitd.ac.in,H2 boys hostel,220,)8eOmFcBqM)6
2023580,anuska,anuska23580@iiitd.ac.in,,,{8/^Gnn<r1 i
2023581,eshavarya,eshavarya23581@iiitd.ac.in,Old Boys Hostel,802,w&mCm1c[gFDN
2023582,prity,prity23582@iiitd.ac.in,,,&A@r*9%3tRC?
2023583,jaidul,jaidul23583@iiitd.ac.in,Old Boys Hostel,516,8pFj3wd$KwH#
2023584,sumita,sumita23584@iiitd.ac.in,H2 boys hostel,817,Zp8jHfiUpg)C
2023585,durgash,durgash23585@iiitd.ac.in,Girls Hostel,209, &i%2jj0szCL
2023586,rajnesh,rajnesh23586@iiitd.ac.in,,,K>T-:%7sM6A^
2023587,kalicharan,kalicharan23587@iiitd.ac.in,Girls Hostel,516,/=%2jrFaf{xf
2023588,utpana,utpana23588@iiitd.ac.in,Old Boys Hostel,708,@b)]{XhCv/}Y
2023589,amrin,amrin23589@iiitd.ac.in,,,!$9mFJ+5EE*D
2023590,punam,punam23590@iiitd.ac.in,,,ibih7fzS& cm
2023591,manoj,manoj23591@iiitd.ac.in,H1 boys hostel,13,1S3ahK:.o^!4
2023592,shilap,shilap23592@iiitd.ac.in,H2 boys hostel,814,^k#tYb#Fh?#f
2023593,ashman,ashman23593@iiitd.ac.in,H1 boys hostel,910,r0s.2X1Z+5l+
2023594,kesav,kesav23594@iiitd.ac.in,Old Boys Hostel,15,"/alMaQI/&|,m"
2023595,tak,tak23595@iiitd.ac.in,H1 boys hostel,219,I6eq?EVd7l1O
2023596,killo,killo23596@iiitd.ac.in,Girls Hostel,314,-usgXEyaY$aO
2023597,nirvat,nirvat23597@iiitd.ac.in,H2 boys hostel,1016,"2&TA7,g}(hYQ"
2023598,hemani,hemani23598@iiitd.ac.in,H1 boys hostel,414,!>>5PuY5}r]G
2023599,muneer,muneer23599@iiitd.ac.in,H2 boys hostel,614,ch/i$x3fe#N@
2023600,sabenoor,sabenoor23600@iiitd.ac.in,,,P@n$&O]}:Iq.
2023601,shushil,shushil23601@iiitd.ac.in,,,4|v%4:BK<|#c
2023602,shanichari,shanichari23602@iiitd.ac.in,Old Boys Hostel,718,e*ly|zb63TGC
2023603,sagita,sagita23603@iiitd.ac.in,H1 boys hostel,407,:s$rR*?f]Tm5
2023604,akhtar,akhtar23604@iiitd.ac.in,,,6{-mL/>.hzAs
2023605,baniya,baniya23605@iiitd.ac.in,Girls Hostel,214,6qb:)hu<cq2E
2023606,munne,munne23606@iiitd.ac.in,H2 boys hostel,912,B*3wfumiF=<2
2023607,fauina,fauina23607@iiitd.ac.in,H2 boys hostel,905,/#2ASLaAD1Cu
2023608,supna,supna23608@iiitd.ac.in,Girls Hostel,19,T4qWoA0JTZE9
2023609,iswer,iswer23609@iiitd.ac.in,H2 boys hostel,907,V/UbNr2q6A$$
2023610,rauf,rauf23610@iiitd.ac.in,,,DZo_(woyd3*C
2023611,beauty,beauty23611@iiitd.ac.in,,,T^lZfd+#//Pb
2023612,parvinder,parvinder23612@iiitd.ac.in,,,Pi=@63_BfosJ
2023613,alka,alka23613@iiitd.ac.in,Girls Hostel,406,W9m[!0(tUA?Y
2023614,rehaan,rehaan23614@iiitd.ac.in,,,!8kT.!yD-e%$
2023615,salupa,salupa23615@iiitd.ac.in,H1 boys hostel,1019,{+!ckg$*:F6O
2023616,patric,patric23616@iiitd.ac.in,H2 boys hostel,318,#D4xugLypBs)
2023617,chootu,chootu23617@iiitd.ac.in,H2 boys hostel,722,^Fq)^T5aWtWH
2023618,jioty,jioty23618@iiitd.ac.in,H1 boys hostel,711,V5V?zu3?L|OC
2023619,sheeak,sheeak23619@iiitd.ac.in,,,"/]Th?{,tn:rZ"
2023620,yunishs,yunishs23620@iiitd.ac.in,,,K|!Y3Jk0gOKa
2024001,dayaram,dayaram24001@iiitd.ac.in,,,:BokD BUm7HE
2024002,laldhari,laldhari24002@iiitd.ac.in,H1 boys hostel,612,"J$9CUcm(u,>E"
2024003,abhimanu,abhimanu24003@iiitd.ac.in,Old Boys Hostel,611,Q D5VcXokyM 
2024004,maahi,maahi24004@iiitd.ac.in,H2 boys hostel,607,qX&1U=wW|*+$
2024005,isharar,isharar24005@iiitd.ac.in,H1 boys hostel,603,0>uKR%-NN_rO
2024006,jinat,jinat24006@iiitd.ac.in,H1 boys hostel,212,kO<eF%Is(C=v
2024007,gul,gul24007@iiitd.ac.in,,,PIF%Y5$e)Y?-
2024008,krishnal,krishnal24008@iiitd.ac.in,,,1l1tHDm9pcyv
2024009,poneem,poneem24009@iiitd.ac.in,H2 boys hostel,312,_0du]KusR*_l
2024010,zhini,zhini24010@iiitd.ac.in,,,"=!vJ%9,.Fg*k"
2024011,shaymu,shaymu24011@iiitd.ac.in,H2 boys hostel,813,/lb^Q:F#)&%U
2024012,aleesha,aleesha24012@iiitd.ac.in,,,"88gr)Tp-p,>J"
2024013,dabbu,dabbu24013@iiitd.ac.in,H2 boys hostel,915,aI9p!AQ]WXM@
2024014,bharkah,bharkah24014@iiitd.ac.in,H2 boys hostel,321,+%dlN/io_ySv
2024015,suminder,suminder24015@iiitd.ac.in,H1 boys hostel,721,9)b+E*nZ<)$m
2024016,abha,abha24016@iiitd.ac.in,,,!@Z4gF__$NIY
2024017,asruddin,asruddin24017@iiitd.ac.in,,,5jkf{V+wU1y.
2024018,sarla,sarla24018@iiitd.ac.in,,,6#$aOQU@::w2
2024019,guljar,guljar24019@iiitd.ac.in,,,=8H_ECpt@h8e
2024020,manak,manak24020@iiitd.ac.in,,,j(Z_Wh56/3K=
2024021,khashbu,khashbu24021@iiitd.ac.in,H2 boys hostel,611,1)n7 A<x&f|Y
2024022,shimran,shimran24022@iiitd.ac.in,,,/VFoZMIt(-SZ
2024023,mahjabi,mahjabi24023@iiitd.ac.in,,,5Dxn[p:UUu2e
2024024,ajmit,ajmit24024@iiitd.ac.in,H2 boys hostel,813,"_2,3A!_3q^o)"
2024025,shahida,shahida24025@iiitd.ac.in,,,#Y7bK3*+9!^V
2024026,abhinandan,abhinandan24026@iiitd.ac.in,,,)%]kR:8aet6_
2024027,ishatkar,ishatkar24027@iiitd.ac.in,Girls Hostel,703,w3k-9v7V%0^?
2024028,hurji,hurji24028@iiitd.ac.in,,,MZY_/>.KHVk&
2024029,manbhari,manbhari24029@iiitd.ac.in,Girls Hostel,17,@vMZ4dD>RXvo
2024030,ziyabul,ziyabul24030@iiitd.ac.in,Girls Hostel,119,n)}(FEueD7TO
2024031,serul,serul24031@iiitd.ac.in,,,W1K>MqEKJR_S
2024032,yashpal,yashpal24032@iiitd.ac.in,H1 boys hostel,107,"0l,0>%T<hS6Y"
2024033,balvinder,balvinder24033@iiitd.ac.in,,,"n(YCqfB,Gczp"
2024034,matok,matok24034@iiitd.ac.in,,,AU{Jx+V){c^E
2024035,nasima,nasima24035@iiitd.ac.in,Old Boys Hostel,319,Mcbh7qo=-bj+
2024036,sone,sone24036@iiitd.ac.in,Girls Hostel,120,jJj3I[T$kOkU
2024037,sayja,sayja24037@iiitd.ac.in,,,U. vWP0=^8DQ
2024038,sadiq,sadiq24038@iiitd.ac.in,Old Boys Hostel,6,HKI)Dy81Br_!
2024039,roop,roop24039@iiitd.ac.in,H1 boys hostel,508,y=gCCD=CHuAF
2024040,latesh,latesh24040@iiitd.ac.in,,,-FAF_3Oe8]kH
2024041,gawali,gawali24041@iiitd.ac.in,H2 boys hostel,815,glqWKfxg<}ik
2024042,harbir,harbir24042@iiitd.ac.in,,,h?xn$+S}k>6X
2024043,minitwa,minitwa24043@iiitd.ac.in,,,eBq50J@[4R|$
2024044,jeetu,jeetu24044@iiitd.ac.in,Old Boys Hostel,3,5L[y9zq1k-tR
2024045,takshila,takshila24045@iiitd.ac.in,H1 boys hostel,509,"m|hh&{w/L,bu"
2024046,beeru,beeru24046@iiitd.ac.in,,,"^E4^DYb0o!9,"
2024047,aabida,aabida24047@iiitd.ac.in,H1 boys hostel,705,dwhqypM1S![<
2024048,alima,alima24048@iiitd.ac.in,,,.g4Yn?$8ib4E
2024049,dauad,dauad24049@iiitd.ac.in,Girls Hostel,809,GK^}S)[&2=O#
2024050,dali,dali24050@iiitd.ac.in,,,>Bj9>YQ<+u8n
2024051,prabhat,prabhat24051@iiitd.ac.in,,,/y6(]x0R-QJd
2024052,axat,axat24052@iiitd.ac.in,Old Boys Hostel,20,GvrjkcVQp!I1
2024053,smts,smts24053@iiitd.ac.in,,,%/isw7=DE8)@
2024054,gulshtab,gulshtab24054@iiitd.ac.in,,,9^x+W1_!hrU3
2024055,guljar,guljar24055@iiitd.ac.in,,,LM|z}-[o9u[U
2024056,aasha,aasha24056@iiitd.ac.in,Old Boys Hostel,716,SfM-vK+Z&$jA
2024057,samrin,samrin24057@iiitd.ac.in,H2 boys hostel,601,"#tf),w4Dbtdx"
2024058,jugan,jugan24058@iiitd.ac.in,H1 boys hostel,13,&J@{A3 zoK)m
2024059,dipika,dipika24059@iiitd.ac.in,,,"k,5{#D:Ffm(e"
2024060,aaradhana,aaradhana24060@iiitd.ac.in,Old Boys Hostel,507,":Hn36iJSJ3&,"
2024061,ganpati,ganpati24061@iiitd.ac.in,H1 boys hostel,113,V9?/sEA#CBN3
2024062,kanheya,kanheya24062@iiitd.ac.in,,,}n A9O({Q?u6
2024063,irsad,irsad24063@iiitd.ac.in,,,"|NE)*.2%G3l,"
2024064,galiya,galiya24064@iiitd.ac.in,,,V?{dfOq1(9zP
2024065,omparkesh,omparkesh24065@iiitd.ac.in,Old Boys Hostel,811,#5[xCQqp8Zb?
2024066,partab,partab24066@iiitd.ac.in,,,NDT$.ZyKHGj0
2024067,nanhe,nanhe24067@iiitd.ac.in,Girls Hostel,720,VmOGd66j%1FJ
2024068,dali,dali24068@iiitd.ac.in,,,"UIT>v,|ht6YH"
2024069,anzum,anzum24069@iiitd.ac.in,Girls Hostel,11,O+lVY0$h3/)h
2024070,inderjeet,inderjeet24070@iiitd.ac.in,,,5QzI|XHjT)6h
2024071,farheen,farheen24071@iiitd.ac.in,Girls Hostel,220,xb%Aec/A{#XH
2024072,baby,baby24072@iiitd.ac.in,H1 boys hostel,309,2%6(@3hs4-:u
2024073,kehkasa,kehkasa24073@iiitd.ac.in,,,)2gPIA%U&)oq
2024074,urwashi,urwashi24074@iiitd.ac.in,H2 boys hostel,7,n 1^*34Bts31
2024075,sudama,sudama24075@iiitd.ac.in,H1 boys hostel,214,",hv>aE K6=$("
2024076,baburam,baburam24076@iiitd.ac.in,Old Boys Hostel,215,"OdwSsuL,@nH#"
2024077,rinke,rinke24077@iiitd.ac.in,,,_fAkON(.k:#g
2024078,yatharth,yatharth24078@iiitd.ac.in,,,_Q}y8VXeWQ9}
2024079,prity,prity24079@iiitd.ac.in,H2 boys hostel,503,nNO4(AC5-TO9
2024080,nutan,nutan24080@iiitd.ac.in,H2 boys hostel,319,JiE.&wXj >q(
2024081,kishore,kishore24081@iiitd.ac.in,,,"O4!)pI/,]WNu"
2024082,amrin,amrin24082@iiitd.ac.in,,,AbF<7%kq!vDx
2024083,frra,frra24083@iiitd.ac.in,,,#q6!wMcV@N.Z
2024084,sadab,sadab24084@iiitd.ac.in,,,PDTX)iT?1{O@
2024085,komal,komal24085@iiitd.ac.in,H1 boys hostel,9,"4TX K?c*rA,]"
2024086,ziyabul,ziyabul24086@iiitd.ac.in,Old Boys Hostel,808,$0?mCEICNguf
2024087,arshad,arshad24087@iiitd.ac.in,,,":a,6G71Z]r+]"
2024088,binpal,binpal24088@iiitd.ac.in,H2 boys hostel,620,RAZ5f|*37!/3
2024089,jit,jit24089@iiitd.ac.in,,,J*5 AFGm^ )0
2024090,sushil,sushil24090@iiitd.ac.in,Girls Hostel,410,2(yt^5*3((dL
2024091,sohni,sohni24091@iiitd.ac.in,,,<f%?:1_dF{Sz
2024092,parshotam,parshotam24092@iiitd.ac.in,,,ZENUGdgIV*Tb
2024093,parshotam,parshotam24093@iiitd.ac.in,,,:sEjHy.@P#f<
2024094,seetal,seetal24094@iiitd.ac.in,H1 boys hostel,808,jOg(6wuX@>V1
2024095,farhanaaz,farhanaaz24095@iiitd.ac.in,,,&*G6 io3jzny
2024096,yogeshwari,yogeshwari24096@iiitd.ac.in,,,wnE @_DePomF
2024097,rehana,rehana24097@iiitd.ac.in,Girls Hostel,709,ivagOqE<BPm-
2024098,omparkesh,omparkesh24098@iiitd.ac.in,H1 boys hostel,317,"af?Gd,JZV?cX"
2024099,nazrana,nazrana24099@iiitd.ac.in,H1 boys hostel,904,EAV>bPc$Ck:Y
2024100,sajia,sajia24100@iiitd.ac.in,Old Boys Hostel,201,>aW+_BiDBUhV
2024101,laukush,laukush24101@iiitd.ac.in,H1 boys hostel,810,"7,6iBi6sg(5C"
2024102,shkundla,shkundla24102@iiitd.ac.in,Girls Hostel,113,m:vLF0ve!-])
2024103,dabbu,dabbu24103@iiitd.ac.in,Girls Hostel,313,=!g*>M9/cc- 
2024104,sarangthem,sarangthem24104@iiitd.ac.in,H1 boys hostel,704,Mekv)UgI5MK7
2024105,chandermani,chandermani24105@iiitd.ac.in,,,8V()iq.nM2.J
2024106,sahajha,sahajha24106@iiitd.ac.in,H1 boys hostel,917,Oo@9S:&SFcan
2024107,babali,babali24107@iiitd.ac.in,,,2^)6fEH}#e[#
2024108,shymo,shymo24108@iiitd.ac.in,H2 boys hostel,611,NWR#0[XE(5*X
2024109,afrin,afrin24109@iiitd.ac.in,H1 boys hostel,1020,RKuJ30+/1f7?
2024110,surindera,surindera24110@iiitd.ac.in,Girls Hostel,822,"2rl,rjqAWgd1"
2024111,swata,swata24111@iiitd.ac.in,,,dv5AQmY_4gve
2024112,hamsiran,hamsiran24112@iiitd.ac.in,,,"_. .,a]V[?Do"
2024113,baburam,baburam24113@iiitd.ac.in,Old Boys Hostel,118,)=ywz[wd.3qF
2024114,mithu,mithu24114@iiitd.ac.in,H2 boys hostel,613,=)Wep}9dWF7P
2024115,irsad,irsad24115@iiitd.ac.in,H1 boys hostel,14,{Pw2{b$W>z0I
2024116,shipra,shipra24116@iiitd.ac.in,H2 boys hostel,605,: _J]s>a@8uh
2024117,harendra,harendra24117@iiitd.ac.in,H2 boys hostel,309,N spWu}T72Yr
2024118,matok,matok24118@iiitd.ac.in,Old Boys Hostel,2,K|%65+hlxjEh
2024119,uda,uda24119@iiitd.ac.in,H1 boys hostel,809,l:6V%G|3fIvQ
2024120,nikhleshwar,nikhleshwar24120@iiitd.ac.in,,,CU<e)ZveHV+l
2024121,mahmun,mahmun24121@iiitd.ac.in,,,"wb2,V^DC{-=Q"
2024122,busness,busness24122@iiitd.ac.in,,,YDQd/6O4O9|4
2024123,abhay,abhay24123@iiitd.ac.in,,,v5|0LF{&h&g$
2024124,dev,dev24124@iiitd.ac.in,H1 boys hostel,803,T<vART>[V/1W
2024125,smarti,smarti24125@iiitd.ac.in,,,XV}1sVQom[e]
2024126,shipra,shipra24126@iiitd.ac.in,H1 boys hostel,719,D6GMYrDALb6 
2024127,jaiprakash,jaiprakash24127@iiitd.ac.in,,,OC-:x#qr9mSL
2024128,ravita,ravita24128@iiitd.ac.in,,,wqj*2E@WzJkR
2024129,omparsad,omparsad24129@iiitd.ac.in,Girls Hostel,13,F^UB}VTbPu9X
2024130,megharaj,megharaj24130@iiitd.ac.in,H1 boys hostel,511,z=D2n?:y%V->
2024131,shakina,shakina24131@iiitd.ac.in,,,_5Pm TpZ#&Ix
2024132,ravita,ravita24132@iiitd.ac.in,Old Boys Hostel,705,LM_mHvTAgnYZ
2024133,ansar,ansar24133@iiitd.ac.in,Girls Hostel,104,w[<uZqC8wrtA
2024134,natha,natha24134@iiitd.ac.in,,,XMym0B3[wB<}
2024135,ayan,ayan24135@iiitd.ac.in,Girls Hostel,207,1Hw/Gh(JS0t:
2024136,omkar,omkar24136@iiitd.ac.in,,,F:5p|2{)Mzt{
2024137,prity,prity24137@iiitd.ac.in,Old Boys Hostel,521,#ARDN#?DjrN}
2024138,manjoo,manjoo24138@iiitd.ac.in,Old Boys Hostel,21,Z.Q<}wq-dK.(
2024139,parshotam,parshotam24139@iiitd.ac.in,,,[|sWkGT^1oT=
2024140,iswer,iswer24140@iiitd.ac.in,,,D=w/[NEX1|hT
2024141,kanheya,kanheya24141@iiitd.ac.in,H1 boys hostel,310,V]FifCO^.!=?
2024142,sabbo,sabbo24142@iiitd.ac.in,,,eGc*a#PD[Q@T
2024143,ajab,ajab24143@iiitd.ac.in,,,3Q+m4+g9HFt&
2024144,parsant,parsant24144@iiitd.ac.in,H1 boys hostel,1008,DY{Te6v=rHmj
2024145,snah,snah24145@iiitd.ac.in,,,dVi xkF}kODZ
2024146,kashiram,kashiram24146@iiitd.ac.in,Girls Hostel,203,:l9RI8#*<gb%
2024147,sera,sera24147@iiitd.ac.in,Old Boys Hostel,814,j1E]cp@}_^)M
2024148,jite,jite24148@iiitd.ac.in,,,r*uK=&a)@UlI
2024149,paryanka,paryanka24149@iiitd.ac.in,,,"dt,}3WOC|=Ld"
2024150,munne,munne24150@iiitd.ac.in,,,=z u a%YC?x@
